,ALT,BRPR_1,BRPR_2,BRPR_3,BRPR_4,BRPR_5,BRPR_6,BRPR_7,BRPR_8,BRWHSP_1,BRWHSP_2,BRWHSP_3,BRWHSP_4,BRWHSP_5,BRWHSP_6,BRWHSP_7,BRWHSP_8,milliseconds,Time,phase
4093,306.0,735.875,734.0625,690.5625,688.75,732.25,739.5,688.75,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023000.0,2025-01-02 18:21:07,takeoff
4097,307.0,735.875,735.875,686.9375,683.3125,735.875,739.5,690.5625,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024000.0,2025-01-02 18:21:08,takeoff
4101,307.0,735.875,732.25,690.5625,685.125,737.6875,737.6875,686.9375,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025000.0,2025-01-02 18:21:09,takeoff
4105,307.0,735.875,741.3125,688.75,685.125,735.875,737.6875,688.75,688.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026000.0,2025-01-02 18:21:10,takeoff
4109,307.0,735.875,734.0625,688.75,690.5625,735.875,739.5,688.75,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027000.0,2025-01-02 18:21:11,takeoff
4113,307.0,735.875,734.0625,694.1875,690.5625,739.5,732.25,690.5625,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028000.0,2025-01-02 18:21:12,takeoff
4117,307.0,734.0625,734.0625,688.75,685.125,730.4375,734.0625,686.9375,681.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029000.0,2025-01-02 18:21:13,takeoff
4121,307.0,737.6875,735.875,690.5625,686.9375,737.6875,737.6875,686.9375,683.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030000.0,2025-01-02 18:21:14,takeoff
4125,306.0,734.0625,737.6875,685.125,686.9375,735.875,735.875,685.125,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031000.0,2025-01-02 18:21:15,takeoff
4129,307.0,739.5,737.6875,688.75,686.9375,735.875,735.875,685.125,688.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032000.0,2025-01-02 18:21:16,takeoff
4133,307.0,735.875,734.0625,686.9375,686.9375,734.0625,735.875,690.5625,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033000.0,2025-01-02 18:21:17,takeoff
4137,308.0,741.3125,737.6875,688.75,688.75,735.875,734.0625,688.75,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034000.0,2025-01-02 18:21:18,takeoff
4141,307.0,735.875,732.25,694.1875,688.75,735.875,741.3125,690.5625,692.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035000.0,2025-01-02 18:21:19,takeoff
4145,307.0,735.875,735.875,692.375,690.5625,735.875,728.625,694.1875,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036000.0,2025-01-02 18:21:20,takeoff
4149,308.0,735.875,734.0625,686.9375,686.9375,734.0625,737.6875,690.5625,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037000.0,2025-01-02 18:21:21,takeoff
4153,306.0,739.5,734.0625,688.75,686.9375,735.875,741.3125,690.5625,697.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038000.0,2025-01-02 18:21:22,takeoff
4157,308.0,732.25,737.6875,688.75,690.5625,741.3125,743.125,694.1875,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039000.0,2025-01-02 18:21:23,takeoff
4161,308.0,734.0625,735.875,690.5625,688.75,730.4375,737.6875,688.75,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040000.0,2025-01-02 18:21:24,takeoff
4165,307.0,728.625,735.875,688.75,685.125,735.875,728.625,688.75,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041000.0,2025-01-02 18:21:25,takeoff
4169,308.0,734.0625,734.0625,688.75,686.9375,737.6875,735.875,694.1875,688.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042000.0,2025-01-02 18:21:26,takeoff
4173,307.0,734.0625,741.3125,686.9375,686.9375,735.875,739.5,683.3125,688.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043000.0,2025-01-02 18:21:27,takeoff
4177,307.0,735.875,732.25,686.9375,688.75,735.875,730.4375,686.9375,688.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044000.0,2025-01-02 18:21:28,takeoff
4181,307.0,739.5,735.875,683.3125,679.6875,735.875,735.875,683.3125,679.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045000.0,2025-01-02 18:21:29,takeoff
4185,307.0,737.6875,735.875,683.3125,685.125,735.875,735.875,690.5625,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046000.0,2025-01-02 18:21:30,takeoff
4189,307.0,730.4375,737.6875,692.375,688.75,732.25,739.5,694.1875,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047000.0,2025-01-02 18:21:31,takeoff
4193,306.0,735.875,730.4375,688.75,686.9375,732.25,734.0625,688.75,692.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048000.0,2025-01-02 18:21:32,takeoff
4197,307.0,737.6875,734.0625,686.9375,686.9375,735.875,735.875,688.75,692.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049000.0,2025-01-02 18:21:33,takeoff
4201,307.0,737.6875,735.875,686.9375,688.75,735.875,735.875,688.75,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050000.0,2025-01-02 18:21:34,takeoff
4205,308.0,732.25,735.875,688.75,688.75,728.625,734.0625,681.5,683.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051000.0,2025-01-02 18:21:35,takeoff
4209,308.0,739.5,732.25,683.3125,685.125,735.875,730.4375,681.5,683.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052000.0,2025-01-02 18:21:36,takeoff
4213,307.0,735.875,735.875,688.75,688.75,735.875,735.875,694.1875,690.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053000.0,2025-01-02 18:21:37,takeoff
4217,307.0,734.0625,735.875,690.5625,688.75,735.875,737.6875,694.1875,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054000.0,2025-01-02 18:21:38,takeoff
4221,308.0,739.5,734.0625,688.75,688.75,730.4375,732.25,688.75,686.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055000.0,2025-01-02 18:21:39,takeoff
4225,308.0,730.4375,739.5,688.75,690.5625,735.875,737.6875,690.5625,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056000.0,2025-01-02 18:21:40,takeoff
4229,307.0,734.0625,735.875,690.5625,688.75,734.0625,735.875,688.75,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057000.0,2025-01-02 18:21:41,takeoff
4233,307.0,735.875,735.875,683.3125,679.6875,735.875,732.25,685.125,686.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058000.0,2025-01-02 18:21:42,takeoff
4237,307.0,734.0625,735.875,683.3125,685.125,732.25,735.875,688.75,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059000.0,2025-01-02 18:21:43,takeoff
4241,307.0,734.0625,728.625,683.3125,686.9375,734.0625,734.0625,681.5,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060000.0,2025-01-02 18:21:44,takeoff
4245,307.0,735.875,739.5,677.875,685.125,734.0625,735.875,681.5,679.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061000.0,2025-01-02 18:21:45,takeoff
4249,307.0,735.875,741.3125,690.5625,688.75,735.875,735.875,688.75,688.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062000.0,2025-01-02 18:21:46,takeoff
4253,308.0,730.4375,734.0625,690.5625,688.75,735.875,728.625,688.75,692.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063000.0,2025-01-02 18:21:47,takeoff
4257,308.0,735.875,735.875,683.3125,679.6875,741.3125,735.875,685.125,681.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064000.0,2025-01-02 18:21:48,takeoff
4261,308.0,735.875,741.3125,686.9375,685.125,735.875,735.875,688.75,681.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065000.0,2025-01-02 18:21:49,takeoff
4265,307.0,735.875,734.0625,686.9375,688.75,730.4375,734.0625,683.3125,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066000.0,2025-01-02 18:21:50,takeoff
4269,308.0,735.875,732.25,685.125,685.125,732.25,734.0625,685.125,683.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067000.0,2025-01-02 18:21:51,takeoff
4273,308.0,735.875,735.875,688.75,688.75,735.875,737.6875,688.75,694.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068000.0,2025-01-02 18:21:52,takeoff
4277,307.0,734.0625,734.0625,688.75,688.75,734.0625,735.875,686.9375,688.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069000.0,2025-01-02 18:21:53,takeoff
4281,308.0,732.25,734.0625,679.6875,688.75,730.4375,735.875,683.3125,688.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070000.0,2025-01-02 18:21:54,takeoff
4285,308.0,735.875,741.3125,688.75,688.75,732.25,737.6875,683.3125,681.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071000.0,2025-01-02 18:21:55,takeoff
4289,308.0,732.25,732.25,683.3125,686.9375,730.4375,726.8125,688.75,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072000.0,2025-01-02 18:21:56,takeoff
4293,307.0,730.4375,730.4375,685.125,685.125,732.25,734.0625,683.3125,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073000.0,2025-01-02 18:21:57,takeoff
4297,308.0,735.875,734.0625,685.125,685.125,735.875,734.0625,688.75,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074000.0,2025-01-02 18:21:58,takeoff
4301,308.0,737.6875,735.875,685.125,688.75,735.875,735.875,688.75,688.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,2025-01-02 18:21:59,takeoff
4305,309.0,737.6875,735.875,683.3125,685.125,732.25,739.5,683.3125,686.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076000.0,2025-01-02 18:22:00,takeoff
4309,311.0,735.875,735.875,683.3125,685.125,741.3125,735.875,688.75,681.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077000.0,2025-01-02 18:22:01,takeoff
4313,310.0,735.875,732.25,683.3125,681.5,735.875,730.4375,683.3125,685.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078000.0,2025-01-02 18:22:02,takeoff
4317,313.0,627.125,657.9375,628.9375,634.375,648.875,643.4375,599.9375,589.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079000.0,2025-01-02 18:22:03,takeoff
4321,311.0,96.0625,96.0625,94.25,94.25,101.5,97.875,101.5,99.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080000.0,2025-01-02 18:22:04,takeoff
4325,316.0,97.875,97.875,94.25,94.25,101.5,101.5,101.5,103.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081000.0,2025-01-02 18:22:05,takeoff
4329,319.0,97.875,97.875,96.0625,97.875,105.125,105.125,101.5,99.6875,4.2768,4.2768,4.0824,4.9572,4.2768,4.1796,5.346,4.0824,1082000.0,2025-01-02 18:22:06,takeoff
4333,321.0,96.0625,97.875,96.0625,97.875,101.5,101.5,101.5,101.5,8.650801,8.650801,8.5536,8.164801,8.3592,8.262,8.164801,4.0824,1083000.0,2025-01-02 18:22:07,takeoff
4337,322.0,97.875,94.25,92.4375,94.25,92.4375,90.625,87.0,85.1875,12.9276,13.0248,12.8304,12.8304,12.9276,12.9276,12.9276,12.8304,1084000.0,2025-01-02 18:22:08,takeoff
4341,322.0,94.25,96.0625,97.875,96.0625,96.0625,92.4375,94.25,94.25,17.7876,17.7876,17.5932,17.2044,17.3016,17.3016,17.3988,17.2044,1085000.0,2025-01-02 18:22:09,takeoff
4345,322.0,39.875,39.875,70.6875,70.6875,83.375,58.0,68.875,68.875,22.1616,22.2588,21.9672,22.0644,22.1616,22.0644,22.1616,22.0644,1086000.0,2025-01-02 18:22:10,takeoff
4349,321.0,50.75,52.5625,59.8125,59.8125,79.75,76.125,63.4375,61.625,27.0216,27.0216,26.8272,26.5356,26.6328,26.5356,26.6328,26.5356,1087000.0,2025-01-02 18:22:11,takeoff
4353,324.0,52.5625,50.75,56.1875,58.0,74.3125,74.3125,63.4375,58.0,31.2012,31.2984,31.104,31.2012,31.2012,31.104,31.2984,31.104,1088000.0,2025-01-02 18:22:12,takeoff
4357,324.0,52.5625,54.375,50.75,52.5625,76.125,76.125,58.0,58.0,35.7696,35.3808,35.2836,35.3808,35.3808,35.1864,35.478,35.2836,1089000.0,2025-01-02 18:22:13,takeoff
4361,327.0,52.5625,54.375,54.375,54.375,74.3125,72.5,61.625,58.0,40.0464,40.1436,40.0464,40.1436,40.0464,39.852,40.2408,40.0464,1090000.0,2025-01-02 18:22:14,takeoff
4365,325.0,54.375,52.5625,50.75,52.5625,68.875,72.5,68.875,65.25,44.712,44.8092,44.6148,44.3232,44.3232,44.0316,44.5176,44.3232,1091000.0,2025-01-02 18:22:15,takeoff
4369,324.0,54.375,54.375,56.1875,54.375,74.3125,74.3125,77.9375,76.125,48.7944,48.8916,48.7944,48.8916,48.7944,48.6,49.086,48.7944,1092000.0,2025-01-02 18:22:16,takeoff
4373,325.0,48.9375,50.75,54.375,54.375,70.6875,70.6875,70.6875,68.875,53.2656,53.3628,53.2656,53.0712,52.8768,52.6824,53.2656,53.0712,1093000.0,2025-01-02 18:22:17,takeoff
4377,327.0,48.9375,48.9375,50.75,48.9375,72.5,70.6875,68.875,68.875,57.348,57.4452,57.4452,57.5424,57.2508,57.1536,57.7368,57.5424,1094000.0,2025-01-02 18:22:18,takeoff
4381,327.0,50.75,48.9375,48.9375,50.75,72.5,70.6875,68.875,68.875,61.722,61.9164,61.722,61.6248,61.3332,61.236,61.8192,61.5276,1095000.0,2025-01-02 18:22:19,takeoff
4385,326.0,48.9375,48.9375,47.125,47.125,72.5,70.6875,74.3125,68.875,65.7072,65.9016,65.7072,65.9988,65.61,65.5128,66.1932,65.9016,1096000.0,2025-01-02 18:22:20,takeoff
4389,325.0,45.3125,47.125,48.9375,47.125,68.875,68.875,70.6875,68.875,69.984,70.17841,69.984,69.7896,69.69241,69.498,70.0812,69.7896,1097000.0,2025-01-02 18:22:21,takeoff
4393,325.0,45.3125,47.125,43.5,45.3125,70.6875,68.875,68.875,70.6875,74.06641,74.1636,73.872,74.06641,73.9692,73.6776,74.358,74.06641,1098000.0,2025-01-02 18:22:22,takeoff
4397,324.0,43.5,43.5,39.875,45.3125,70.6875,70.6875,70.6875,68.875,74.06641,78.3432,78.1488,78.05161,77.76,77.56561,78.3432,77.95441,1099000.0,2025-01-02 18:22:23,takeoff
4401,324.0,43.5,41.6875,38.0625,43.5,70.6875,70.6875,70.6875,68.875,81.93961,82.134,81.93961,82.32841,81.84241,81.7452,82.42561,82.134,1100000.0,2025-01-02 18:22:24,takeoff
4405,324.0,38.0625,38.0625,41.6875,43.5,72.5,70.6875,68.875,65.25,86.1192,86.31361,86.1192,86.022,85.6332,85.536,86.21641,85.9248,1101000.0,2025-01-02 18:22:25,takeoff
4409,322.0,39.875,39.875,38.0625,39.875,70.6875,68.875,68.875,65.25,89.91,90.0072,89.71561,90.10441,89.81281,89.5212,90.29881,89.91,1102000.0,2025-01-02 18:22:26,takeoff
4413,323.0,36.25,38.0625,38.0625,38.0625,70.6875,70.6875,70.6875,68.875,93.798,93.9924,93.798,93.798,93.4092,93.2148,94.0896,93.7008,1103000.0,2025-01-02 18:22:27,takeoff
4417,323.0,34.4375,34.4375,34.4375,38.0625,72.5,70.6875,67.0625,65.25,97.3944,97.5888,97.1028,97.5888,97.2972,97.0056,97.8804,97.5888,1104000.0,2025-01-02 18:22:28,takeoff
4421,321.0,34.4375,34.4375,34.4375,32.625,72.5,72.5,68.875,70.6875,101.2824,101.4768,101.1852,101.2824,100.8936,100.5048,101.4768,101.1852,1105000.0,2025-01-02 18:22:29,takeoff
4425,320.0,32.625,32.625,34.4375,36.25,70.6875,68.875,67.0625,65.25,104.7816,104.8788,104.6844,105.1704,104.6844,104.2956,105.3648,104.976,1106000.0,2025-01-02 18:22:30,takeoff
4429,321.0,30.8125,32.625,34.4375,34.4375,72.5,70.6875,63.4375,67.0625,108.378,108.6696,108.2808,108.6696,108.0864,107.6976,108.864,108.4752,1107000.0,2025-01-02 18:22:31,takeoff
4433,320.0,38.0625,34.4375,32.625,38.0625,72.5,70.6875,67.0625,63.4375,111.9744,112.0716,111.5856,112.3632,111.8772,111.3912,112.4604,112.0716,1108000.0,2025-01-02 18:22:32,takeoff
4437,320.0,34.4375,34.4375,34.4375,34.4375,67.0625,65.25,68.875,63.4375,115.668,115.7652,115.668,115.5708,115.2792,114.696,115.8624,115.5708,1109000.0,2025-01-02 18:22:33,takeoff
4441,320.0,32.625,29.0,30.8125,32.625,68.875,68.875,63.4375,61.625,118.8756,119.07,118.6812,119.556,118.7784,118.2924,119.556,119.1672,1110000.0,2025-01-02 18:22:34,takeoff
4445,319.0,30.8125,32.625,30.8125,29.0,70.6875,70.6875,67.0625,63.4375,122.5692,122.6664,122.472,122.5692,122.1804,121.6944,122.8608,122.472,1111000.0,2025-01-02 18:22:35,takeoff
4449,315.0,30.8125,34.4375,30.8125,34.4375,74.3125,72.5,65.25,65.25,125.7768,125.9712,125.388,126.0684,125.5824,125.1936,126.36,125.9712,1112000.0,2025-01-02 18:22:36,takeoff
4453,317.0,34.4375,32.625,32.625,36.25,72.5,70.6875,65.25,65.25,129.3732,129.3732,129.1788,129.1788,128.9844,128.4012,129.4704,129.0816,1113000.0,2025-01-02 18:22:37,takeoff
4457,316.0,32.625,32.625,30.8125,32.625,68.875,70.6875,65.25,65.25,132.2892,132.4836,132.0948,132.678,132.192,131.6088,132.9696,132.3864,1114000.0,2025-01-02 18:22:38,takeoff
4461,317.0,32.625,27.1875,30.8125,30.8125,68.875,68.875,67.0625,63.4375,135.594,135.7884,135.594,135.7884,135.2052,134.7192,135.9828,135.4968,1115000.0,2025-01-02 18:22:39,takeoff
4465,316.0,32.625,25.375,30.8125,30.8125,68.875,68.875,65.25,63.4375,138.6072,138.8016,138.7044,139.1904,138.4128,137.8296,139.3848,138.8016,1116000.0,2025-01-02 18:22:40,takeoff
4469,317.0,32.625,32.625,32.625,36.25,68.875,68.875,65.25,67.0625,141.7176,141.7176,141.426,142.1064,141.2316,140.7456,142.3008,141.912,1117000.0,2025-01-02 18:22:41,takeoff
4473,315.0,29.0,29.0,30.8125,34.4375,68.875,68.875,65.25,65.25,144.828,145.0224,144.4392,145.2168,144.5364,143.9532,145.4112,145.1196,1118000.0,2025-01-02 18:22:42,takeoff
4477,317.0,30.8125,32.625,30.8125,30.8125,68.875,68.875,61.625,61.625,147.8412,148.1328,147.9384,148.3272,147.258,146.8692,148.6188,148.0356,1119000.0,2025-01-02 18:22:43,takeoff
4481,318.0,30.8125,27.1875,30.8125,32.625,68.875,68.875,63.4375,63.4375,150.7572,151.0488,150.7572,151.4376,150.3684,149.8824,151.632,151.2432,1120000.0,2025-01-02 18:22:44,takeoff
4485,317.0,30.8125,32.625,34.4375,32.625,72.5,68.875,63.4375,63.4375,153.7704,153.8676,153.3816,154.1592,153.4788,152.7984,154.4508,153.9648,1121000.0,2025-01-02 18:22:45,takeoff
4489,304.0,32.625,32.625,32.625,34.4375,68.875,68.875,65.25,63.4375,156.7836,157.1724,156.8808,157.5612,156.6864,156.1032,157.8528,157.3668,1122000.0,2025-01-02 18:22:46,takeoff
4493,287.0,29.0,29.0,27.1875,32.625,70.6875,70.6875,65.25,67.0625,159.2136,159.6996,159.3108,159.6996,158.5332,158.2416,160.2828,159.7968,1123000.0,2025-01-02 18:22:47,takeoff
4497,273.0,27.1875,27.1875,32.625,32.625,70.6875,70.6875,65.25,61.625,159.6024,161.5464,160.6716,162.2268,158.3388,159.6996,161.6436,162.0324,1124000.0,2025-01-02 18:22:48,takeoff
4501,278.0,30.8125,29.0,32.625,34.4375,68.875,67.0625,63.4375,59.8125,156.8808,161.0604,159.0192,162.4212,155.7144,158.5332,160.0884,161.6436,1125000.0,2025-01-02 18:22:49,takeoff
4505,298.0,29.0,29.0,27.1875,30.8125,68.875,68.875,63.4375,59.8125,154.4508,158.8248,156.978,159.2136,152.604,155.9088,157.8528,159.0192,1126000.0,2025-01-02 18:22:50,takeoff
4509,334.0,32.625,32.625,32.625,34.4375,68.875,70.6875,68.875,67.0625,151.7292,156.492,154.4508,156.2976,149.9796,153.6732,155.8116,156.6864,1127000.0,2025-01-02 18:22:51,takeoff
4513,368.0,29.0,29.0,32.625,29.0,65.25,67.0625,63.4375,63.4375,149.202,154.2564,152.118,153.1872,147.1608,151.4376,153.8676,154.4508,1128000.0,2025-01-02 18:22:52,takeoff
4517,368.0,248.3125,204.8125,255.5625,232.0,259.1875,259.1875,250.125,232.0,146.286,151.8264,149.5908,150.2712,144.7308,149.2992,151.9236,152.5068,1129000.0,2025-01-02 18:22:53,takeoff
4521,433.0,342.5625,338.9375,344.375,340.75,322.625,340.75,319.0,317.1875,123.3468,144.0504,125.7768,119.8476,126.846,124.2216,132.5808,140.1624,1130000.0,2025-01-02 18:22:54,takeoff
4525,471.0,467.625,435.0,436.8125,460.375,456.75,464.0,458.5625,453.125,31.104,45.8784,33.9228,10.4004,26.3412,26.4384,41.4072,31.4928,1131000.0,2025-01-02 18:22:55,takeoff
4529,503.0,561.875,560.0625,561.875,558.25,215.6875,215.6875,221.125,215.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132000.0,2025-01-02 18:22:56,takeoff
4533,540.0,92.4375,94.25,87.0,88.8125,210.25,210.25,215.6875,212.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133000.0,2025-01-02 18:22:57,takeoff
4537,568.0,92.4375,92.4375,92.4375,92.4375,215.6875,212.0625,219.3125,215.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134000.0,2025-01-02 18:22:58,takeoff
4541,609.0,92.4375,92.4375,92.4375,92.4375,215.6875,219.3125,221.125,215.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135000.0,2025-01-02 18:22:59,takeoff
4545,643.0,92.4375,92.4375,88.8125,90.625,219.3125,219.3125,221.125,221.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136000.0,2025-01-02 18:23:00,takeoff
4549,683.0,90.625,92.4375,90.625,92.4375,221.125,221.125,222.9375,222.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137000.0,2025-01-02 18:23:01,takeoff
4553,734.0,88.8125,90.625,90.625,90.625,94.25,101.5,117.8125,134.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138000.0,2025-01-02 18:23:02,takeoff
4557,767.0,88.8125,88.8125,87.0,87.0,97.875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139000.0,2025-01-02 18:23:03,takeoff
4561,806.0,87.0,85.1875,85.1875,85.1875,97.875,97.875,96.0625,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140000.0,2025-01-02 18:23:04,takeoff
4565,846.0,81.5625,81.5625,81.5625,81.5625,97.875,97.875,96.0625,94.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141000.0,2025-01-02 18:23:05,takeoff
4569,896.0,77.9375,79.75,76.125,77.9375,52.5625,50.75,34.4375,34.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142000.0,2025-01-02 18:23:06,takeoff
4573,932.0,76.125,79.75,76.125,77.9375,47.125,47.125,43.5,41.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143000.0,2025-01-02 18:23:07,takeoff
4577,974.0,76.125,74.3125,74.3125,74.3125,47.125,47.125,43.5,41.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144000.0,2025-01-02 18:23:08,takeoff
4581,974.0,70.6875,74.3125,74.3125,74.3125,47.125,45.3125,45.3125,41.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,2025-01-02 18:23:09,takeoff
4585,1068.0,70.6875,70.6875,74.3125,70.6875,45.3125,45.3125,43.5,41.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146000.0,2025-01-02 18:23:10,takeoff
4589,1110.0,68.875,68.875,74.3125,70.6875,43.5,43.5,43.5,41.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147000.0,2025-01-02 18:23:11,takeoff
4593,1158.0,65.25,68.875,74.3125,67.0625,43.5,43.5,43.5,41.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148000.0,2025-01-02 18:23:12,takeoff
4597,1198.0,65.25,68.875,74.3125,65.25,41.6875,41.6875,41.6875,39.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149000.0,2025-01-02 18:23:13,takeoff
4601,1248.0,65.25,68.875,74.3125,65.25,43.5,41.6875,41.6875,39.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150000.0,2025-01-02 18:23:14,takeoff
4605,1295.0,61.625,68.875,63.4375,63.4375,41.6875,41.6875,41.6875,38.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151000.0,2025-01-02 18:23:15,takeoff
4609,1344.0,61.625,61.625,61.625,59.8125,38.0625,39.875,39.875,38.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152000.0,2025-01-02 18:23:16,takeoff
4613,1386.0,59.8125,59.8125,61.625,59.8125,39.875,38.0625,38.0625,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153000.0,2025-01-02 18:23:17,takeoff
4617,1431.0,58.0,59.8125,61.625,58.0,38.0625,38.0625,38.0625,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154000.0,2025-01-02 18:23:18,takeoff
4621,1431.0,58.0,56.1875,61.625,58.0,38.0625,36.25,36.25,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155000.0,2025-01-02 18:23:19,takeoff
4625,1518.0,56.1875,56.1875,56.1875,56.1875,38.0625,38.0625,36.25,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156000.0,2025-01-02 18:23:20,takeoff
4629,1565.0,54.375,54.375,54.375,54.375,36.25,36.25,36.25,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157000.0,2025-01-02 18:23:21,takeoff
4633,1611.0,54.375,54.375,54.375,54.375,36.25,36.25,36.25,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158000.0,2025-01-02 18:23:22,takeoff
